Token_Position,Relative_Position,Token_Text,L0_Norm,Feature_Rank,Feature_Index,Activation,Feature_Description,Neuronpedia_URL,Pattern_Name
9,-1, head,744,7,31041,18.61,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Identity-Focused Life Narrative
9,-1, head,744,8,45866,17.50,questions or expressions of uncertainty,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45866,Identity-Focused Life Narrative
9,-1, head,744,9,39353,17.20, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Identity-Focused Life Narrative
9,-1, head,744,10,52254,16.29,the presence of a specific starting token or phrase that indicates the beginning of a new section or entry in a document,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52254,Identity-Focused Life Narrative
0,-10,<bos>,665,1,28471,114.53,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
0,-10,<bos>,665,2,14818,31.63,punctuation marks in contexts related to economic and social critiques,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/14818,Overwhelmed Narrative Processing
0,-10,<bos>,665,3,55982,28.92, mathematical expressions and equations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/55982,Overwhelmed Narrative Processing
0,-10,<bos>,665,4,8335,26.78, punctuations or breaks in text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8335,Overwhelmed Narrative Processing
0,-10,<bos>,665,5,22827,26.75,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
0,-10,<bos>,665,6,60173,22.58, punctuation marks and symbols in context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/60173,Overwhelmed Narrative Processing
0,-10,<bos>,665,7,28638,21.80, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
0,-10,<bos>,665,8,21207,20.48, terms related to cadherins and specific individuals linked to them,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21207,Overwhelmed Narrative Processing
0,-10,<bos>,665,9,27326,18.13,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Overwhelmed Narrative Processing
0,-10,<bos>,665,10,62132,17.33, structured data representations and their properties in code,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62132,Overwhelmed Narrative Processing
1,-9,I,605,1,28471,96.65,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
1,-9,I,605,2,21207,27.10, terms related to cadherins and specific individuals linked to them,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21207,Overwhelmed Narrative Processing
1,-9,I,605,3,27326,21.90,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Overwhelmed Narrative Processing
1,-9,I,605,4,56046,21.27," possessive pronouns, particularly ""my"" and variations thereof",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/56046,Overwhelmed Narrative Processing
1,-9,I,605,5,23178,21.08, possessive pronouns and their usage in relation to characters' identities or belongings,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/23178,Overwhelmed Narrative Processing
1,-9,I,605,6,22827,20.98,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
1,-9,I,605,7,10614,20.92, information related to numerical data and statistics,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/10614,Overwhelmed Narrative Processing
1,-9,I,605,8,58815,20.15,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
1,-9,I,605,9,54209,18.53,"references to personal ownership or involvement, especially in relation to data or cookies",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/54209,Overwhelmed Narrative Processing
1,-9,I,605,10,199,17.82, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Overwhelmed Narrative Processing
2,-8,',880,1,28471,99.44,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
2,-8,',880,2,31041,35.55,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Overwhelmed Narrative Processing
2,-8,',880,3,24708,28.76," variations and forms of the word ""braze.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/24708,Overwhelmed Narrative Processing
2,-8,',880,4,31244,24.92, mentions of the brain and related conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31244,Overwhelmed Narrative Processing
2,-8,',880,5,39353,21.05, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
2,-8,',880,6,33856,20.30,phrases related to action and implementation,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33856,Overwhelmed Narrative Processing
2,-8,',880,7,58815,19.50,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
2,-8,',880,8,22827,18.40,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
2,-8,',880,9,28638,17.76, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
2,-8,',880,10,62458,17.63, discussions about governance and regulation-related challenges and improvements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62458,Overwhelmed Narrative Processing
3,-7,m,436,1,28471,113.82,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
3,-7,m,436,2,22827,24.63,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
3,-7,m,436,3,28638,20.93, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
3,-7,m,436,4,44626,18.06, baseball-related statistics and events,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/44626,Overwhelmed Narrative Processing
3,-7,m,436,5,58815,17.68,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
3,-7,m,436,6,21207,17.01, terms related to cadherins and specific individuals linked to them,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21207,Overwhelmed Narrative Processing
3,-7,m,436,7,63713,16.86,"the word ""is"" and its variations in different forms and contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/63713,Overwhelmed Narrative Processing
3,-7,m,436,8,39353,14.18, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
3,-7,m,436,9,62458,14.06, discussions about governance and regulation-related challenges and improvements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62458,Overwhelmed Narrative Processing
3,-7,m,436,10,3591,13.27,references to political parties and their actions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/3591,Overwhelmed Narrative Processing
4,-6, stuck,566,1,28471,111.69,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
4,-6, stuck,566,2,28638,25.06, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
4,-6, stuck,566,3,58815,21.96,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
4,-6, stuck,566,4,39353,21.83, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
4,-6, stuck,566,5,22827,20.59,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
4,-6, stuck,566,6,25355,19.81,keywords related to displacement and immigration history,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/25355,Overwhelmed Narrative Processing
4,-6, stuck,566,7,19011,18.16,the start or beginning of sections or topics in documents,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19011,Overwhelmed Narrative Processing
4,-6, stuck,566,8,27530,17.91, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Overwhelmed Narrative Processing
4,-6, stuck,566,9,40928,17.80," the word ""just"" in various forms and contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/40928,Overwhelmed Narrative Processing
4,-6, stuck,566,10,16550,16.98, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overwhelmed Narrative Processing
5,-5, on,501,1,28471,124.76,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
5,-5, on,501,2,21207,22.87, terms related to cadherins and specific individuals linked to them,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21207,Overwhelmed Narrative Processing
5,-5, on,501,3,39353,21.02, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
5,-5, on,501,4,28638,18.04, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
5,-5, on,501,5,199,16.37, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Overwhelmed Narrative Processing
5,-5, on,501,6,16550,16.23, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overwhelmed Narrative Processing
5,-5, on,501,7,26554,15.92, indications of quantity or measurement in numerical contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/26554,Overwhelmed Narrative Processing
5,-5, on,501,8,22827,15.48,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
5,-5, on,501,9,58815,15.27,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
5,-5, on,501,10,14182,15.20, programming-related keywords and code structure,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/14182,Overwhelmed Narrative Processing
6,-4, that,570,1,28471,127.90,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
6,-4, that,570,2,58815,27.52,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
6,-4, that,570,3,20663,22.58, biological markers and abbreviations related to medical research,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/20663,Overwhelmed Narrative Processing
6,-4, that,570,4,22827,22.00,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
6,-4, that,570,5,9797,20.45,phrases related to lessons learned and opportunities for growth,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/9797,Overwhelmed Narrative Processing
6,-4, that,570,6,28638,20.11, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
6,-4, that,570,7,39353,18.73, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
6,-4, that,570,8,18989,16.80,phrases indicating negative consequences or potential dangers,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/18989,Overwhelmed Narrative Processing
6,-4, that,570,9,38842,16.54,elements related to software or web service configuration,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/38842,Overwhelmed Narrative Processing
6,-4, that,570,10,25355,16.08,keywords related to displacement and immigration history,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/25355,Overwhelmed Narrative Processing
7,-3, one,1298,1,28471,116.04,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
7,-3, one,1298,2,22827,27.48,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
7,-3, one,1298,3,28638,22.84, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
7,-3, one,1298,4,39353,22.65, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
7,-3, one,1298,5,11570,22.31,"expectations in testing code, especially assertions related to structure and value checks",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11570,Overwhelmed Narrative Processing
7,-3, one,1298,6,58815,22.31,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
7,-3, one,1298,7,19363,21.98,"references to the word ""Ba"" and its variations, likely indicating a focus on proper names or locations",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19363,Overwhelmed Narrative Processing
7,-3, one,1298,8,3665,19.93, phrases related to authorship and disclosure of competing interests,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/3665,Overwhelmed Narrative Processing
7,-3, one,1298,9,56352,17.46, programming terms and code structure related to software development,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/56352,Overwhelmed Narrative Processing
7,-3, one,1298,10,2331,17.15, references to specific programming concepts or terms,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/2331,Overwhelmed Narrative Processing
8,-2, conversation,865,1,28471,102.65,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
8,-2, conversation,865,2,39353,28.57, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
8,-2, conversation,865,3,58815,24.48,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
8,-2, conversation,865,4,8155,24.09, references to changing one's mind or making decisions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8155,Overwhelmed Narrative Processing
8,-2, conversation,865,5,51428,22.60, keywords related to laboratory techniques and biological processes,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/51428,Overwhelmed Narrative Processing
8,-2, conversation,865,6,28638,22.19, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
8,-2, conversation,865,7,32388,19.53, code elements and structure in programming or markup languages,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/32388,Overwhelmed Narrative Processing
8,-2, conversation,865,8,19985,19.52,keywords related to medical and scientific terminology,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19985,Overwhelmed Narrative Processing
8,-2, conversation,865,9,31041,18.95,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Overwhelmed Narrative Processing
8,-2, conversation,865,10,2321,18.19,"proper nouns, particularly names of places, organizations, and people",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/2321,Overwhelmed Narrative Processing
9,-1, from,546,1,28471,127.67,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overwhelmed Narrative Processing
9,-1, from,546,2,58815,33.46,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overwhelmed Narrative Processing
9,-1, from,546,3,28852,24.91, ellipses or omissions in text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28852,Overwhelmed Narrative Processing
9,-1, from,546,4,39353,22.99, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overwhelmed Narrative Processing
9,-1, from,546,5,11783,22.34, terms related to accounts and account management,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11783,Overwhelmed Narrative Processing
9,-1, from,546,6,17590,21.83, occurrences of ellipses or sequences of ellipsis in the text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/17590,Overwhelmed Narrative Processing
9,-1, from,546,7,33856,17.78,phrases related to action and implementation,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33856,Overwhelmed Narrative Processing
9,-1, from,546,8,22827,17.69,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overwhelmed Narrative Processing
9,-1, from,546,9,28638,17.07, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overwhelmed Narrative Processing
9,-1, from,546,10,31041,16.91,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Overwhelmed Narrative Processing
0,-10,<bos>,926,1,28471,107.75,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
0,-10,<bos>,926,2,52907,29.16," gerunds and present participles, particularly those related to naming, linking, and activities",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52907,Overload with Entrapment Themes
0,-10,<bos>,926,3,64664,23.51, mathematical expressions and formulas in a technical context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/64664,Overload with Entrapment Themes
0,-10,<bos>,926,4,28638,22.84, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overload with Entrapment Themes
0,-10,<bos>,926,5,31041,20.28,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Overload with Entrapment Themes
0,-10,<bos>,926,6,11926,20.19,keywords associated with programming constructs and declarations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11926,Overload with Entrapment Themes
0,-10,<bos>,926,7,41804,19.61," terms related to tendencies, abilities, and conditions related to biological or medical contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/41804,Overload with Entrapment Themes
0,-10,<bos>,926,8,50044,19.08,terms related to missions and expeditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/50044,Overload with Entrapment Themes
0,-10,<bos>,926,9,27530,18.19, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Overload with Entrapment Themes
0,-10,<bos>,926,10,61825,17.64, expressions indicating insufficiency or limitations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/61825,Overload with Entrapment Themes
1,-9,I,647,1,28471,134.81,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
1,-9,I,647,2,58815,24.02,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
1,-9,I,647,3,59226,22.13,phrases and terms indicating complexity and uncertainty in situations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/59226,Overload with Entrapment Themes
1,-9,I,647,4,38842,20.75,elements related to software or web service configuration,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/38842,Overload with Entrapment Themes
1,-9,I,647,5,19545,20.29," instances of the word ""to"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19545,Overload with Entrapment Themes
1,-9,I,647,6,16550,18.75, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overload with Entrapment Themes
1,-9,I,647,7,39353,18.65, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
1,-9,I,647,8,28638,18.09, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overload with Entrapment Themes
1,-9,I,647,9,27326,17.82,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Overload with Entrapment Themes
1,-9,I,647,10,53016,17.47,references to legal titles or regulations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/53016,Overload with Entrapment Themes
2,-8,',500,1,28471,132.70,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
2,-8,',500,2,58815,42.90,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
2,-8,',500,3,39353,24.28, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
2,-8,',500,4,21207,23.28, terms related to cadherins and specific individuals linked to them,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21207,Overload with Entrapment Themes
2,-8,',500,5,30230,23.19, actions involving movement or transitions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/30230,Overload with Entrapment Themes
2,-8,',500,6,64664,22.34, mathematical expressions and formulas in a technical context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/64664,Overload with Entrapment Themes
2,-8,',500,7,27447,20.88,terms related to escape mechanisms,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27447,Overload with Entrapment Themes
2,-8,',500,8,16550,20.02, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overload with Entrapment Themes
2,-8,',500,9,64062,17.89,references to numbers and financial figures,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/64062,Overload with Entrapment Themes
2,-8,',500,10,199,14.75, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Overload with Entrapment Themes
3,-7,m,880,1,28471,117.86,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
3,-7,m,880,2,58815,26.52,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
3,-7,m,880,3,28638,20.71, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overload with Entrapment Themes
3,-7,m,880,4,31086,20.25,commands or requests that emphasize action or instruction,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31086,Overload with Entrapment Themes
3,-7,m,880,5,17984,20.14, code-related syntax or structure elements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/17984,Overload with Entrapment Themes
3,-7,m,880,6,44560,18.59, references to predictions or evaluations in a legal context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/44560,Overload with Entrapment Themes
3,-7,m,880,7,15530,17.43,references to explosive devices or bombs,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/15530,Overload with Entrapment Themes
3,-7,m,880,8,32537,16.74, numerical data and statistical parameters,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/32537,Overload with Entrapment Themes
3,-7,m,880,9,39353,16.67, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
3,-7,m,880,10,1950,16.55, technical terminology related to databases and programming,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/1950,Overload with Entrapment Themes
4,-6, trapped,679,1,28471,82.38,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
4,-6, trapped,679,2,58815,32.33,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
4,-6, trapped,679,3,22827,27.23,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overload with Entrapment Themes
4,-6, trapped,679,4,39353,24.74, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
4,-6, trapped,679,5,23178,22.25, possessive pronouns and their usage in relation to characters' identities or belongings,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/23178,Overload with Entrapment Themes
4,-6, trapped,679,6,33856,21.93,phrases related to action and implementation,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33856,Overload with Entrapment Themes
4,-6, trapped,679,7,16550,21.13, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overload with Entrapment Themes
4,-6, trapped,679,8,51223,15.47,chemical compounds and their compositions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/51223,Overload with Entrapment Themes
4,-6, trapped,679,9,47899,15.11,references to scientific authors and their affiliations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/47899,Overload with Entrapment Themes
4,-6, trapped,679,10,28638,14.91, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overload with Entrapment Themes
5,-5, in,781,1,28471,125.31,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
5,-5, in,781,2,58815,25.96,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
5,-5, in,781,3,39353,24.72, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
5,-5, in,781,4,4598,23.72, terms related to online advertising and subscription services,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/4598,Overload with Entrapment Themes
5,-5, in,781,5,6600,22.47,keywords related to metabolic diseases and insulin signaling,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/6600,Overload with Entrapment Themes
5,-5, in,781,6,49519,21.76,references to commands or requests,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/49519,Overload with Entrapment Themes
5,-5, in,781,7,31041,21.71,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Overload with Entrapment Themes
5,-5, in,781,8,13938,18.72, legal terminology related to motions and procedural requests in court cases,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/13938,Overload with Entrapment Themes
